OrderID,OrderDate,CustomerID,CustomerName,City,State,Country,ZipCode,TableNumber,ServerID,MenuItemID,MenuItemName,Category,SubCategory,Quantity,Sales,Discount,TotalCost,OrderStatus,PaymentStatus,DeliveryMethod,OrderPriority
O433,2024-10-20,C6239,"Jennifer Taylor",Rockford,IL,"United States",61101,14,S076,M120,Borek,Turkish,Pastry,5,286.15,25.84,260.31,Pending,Unpaid,Delivery,High
O434,2024-10-04,C7705,"Jeremiah Silva",Rockford,IL,"United States",61101,10,S095,M061,Moussaka,Greek,Casserole,5,742.70,3.27,739.43,Completed,Paid,Dine-in,Low
O435,2024-10-25,C8331,"James Russell",Peoria,IL,"United States",61602,15,S086,M143,Tzatziki,Greek,Appetizer,5,757.45,14.72,742.73,Completed,Paid,Delivery,Low
O436,2024-10-14,C7774,"Dustin Jensen",Rockford,IL,"United States",61101,2,S001,M067,Loukoumades,Other,Miscellaneous,4,600.20,24.18,576.02,Completed,Unpaid,Delivery,Medium
O437,2024-10-21,C2610,"Michael Walker",Aurora,IL,"United States",60505,14,S098,M136,Ravioli,Italian,Pasta,2,196.54,5.73,190.81,Cancelled,Paid,Takeaway,High
O438,2024-10-25,C9178,"David Quinn",Peoria,IL,"United States",61602,10,S021,M107,Dolmades,Greek,Appetizer,1,155.92,14.11,141.81,Completed,Paid,Dine-in,High
O439,2024-10-12,C7815,"Brandon Barton",Rockford,IL,"United States",61101,6,S056,M109,Spaghetti,Italian,Pasta,3,42.54,1.97,40.57,Cancelled,Paid,Delivery,High
O440,2024-10-02,C8375,"Darren Conner",Peoria,IL,"United States",61602,14,S083,M033,Pide,Turkish,Flatbread,5,329.25,23.01,306.24,Pending,Unpaid,Delivery,Low
O441,2024-10-02,C9930,"Debra Hale",Peoria,IL,"United States",61602,13,S082,M127,Tiramisu,Other,Miscellaneous,2,277.68,16.25,261.43,Pending,Unpaid,Delivery,Low
O442,2024-10-10,C1566,"Joseph Daniels",Chicago,IL,"United States",60601,18,S060,M029,Pide,Turkish,Flatbread,3,141.48,10.02,131.46,Cancelled,Paid,Takeaway,High
O443,2024-10-22,C8377,"Richard Johnson",Peoria,IL,"United States",61602,16,S027,M017,Ravioli,Italian,Pasta,5,267.30,12.57,254.73,Cancelled,Unpaid,Delivery,Low
O444,2024-09-27,C9066,"Stephen Clay",Peoria,IL,"United States",61602,4,S049,M100,Lasagna,Italian,Pasta,5,439.30,15.61,423.69,Cancelled,Paid,Takeaway,Medium
O445,2024-09-30,C5155,"Caleb Baker",Naperville,IL,"United States",60540,4,S053,M058,"Greek Salad",Greek,Salad,5,854.35,5.49,848.86,Cancelled,Paid,Dine-in,Low
O446,2024-09-29,C5684,"Katie Davis",Naperville,IL,"United States",60540,2,S066,M041,Moussaka,Greek,Casserole,3,497.10,11.30,485.80,Completed,Paid,Delivery,Low
O447,2024-10-06,C440,"Rhonda Ramos",Naperville,IL,"United States",60540,14,S100,M082,Borek,Turkish,Pastry,5,776.70,28.07,748.63,Completed,Unpaid,Delivery,Medium
O448,2024-09-29,C4460,"Jacob Hayes",Naperville,IL,"United States",60540,3,S080,M122,Gyro,Other,Miscellaneous,2,261.24,6.04,255.20,Cancelled,Unpaid,Dine-in,Low
O449,2024-09-26,C025,"Alexander Cooper",Chicago,IL,"United States",60601,13,S065,M108,"Kuzu Tandir",Other,Miscellaneous,5,472.65,18.93,453.72,Completed,Paid,Takeaway,Low
O450,2024-10-20,C3994,"Sean Robbins",Aurora,IL,"United States",60505,18,S024,M027,Lahmacun,Turkish,Pastry,1,30.57,0.15,30.42,Completed,Unpaid,Takeaway,High
O451,2024-10-23,C7852,"Sandra Young",Rockford,IL,"United States",61101,8,S041,M102,Tzatziki,Greek,Appetizer,2,83.58,1.33,82.25,Completed,Paid,Delivery,Low
O452,2024-09-26,C188,"Kathryn Robinson",Chicago,IL,"United States",60601,12,S072,M124,Galaktoboureko,Other,Miscellaneous,4,355.88,28.67,327.21,Completed,Paid,Delivery,Low
O453,2024-09-26,C7734,"Randy Bond",Rockford,IL,"United States",61101,4,S051,M128,"Greek Salad",Greek,Salad,1,193.92,18.92,175.00,Cancelled,Paid,Dine-in,High
O454,2024-10-22,C2410,"Eric Lopez",Aurora,IL,"United States",60505,17,S002,M018,Pastitsio,Other,Miscellaneous,1,170.92,4.48,166.44,Pending,Paid,Takeaway,High
O455,2024-09-28,C1155,"Lisa Allen",Chicago,IL,"United States",60601,11,S100,M148,"Pizza Margherita",Italian,Pasta,2,122.42,11.33,111.09,Completed,Paid,Takeaway,Low
O456,2024-10-10,C8464,"Patrick Luna",Peoria,IL,"United States",61602,16,S059,M019,Spanakopita,Other,Miscellaneous,1,155.57,1.11,154.46,Completed,Unpaid,Delivery,Medium
O457,2024-10-11,C7058,"Thomas Sullivan",Rockford,IL,"United States",61101,4,S032,M011,"Imam Bayildi",Other,Miscellaneous,3,170.46,13.87,156.59,Cancelled,Unpaid,Delivery,High
O458,2024-10-05,C2027,"Nancy Johnson",Aurora,IL,"United States",60505,12,S090,M062,Moussaka,Greek,Casserole,3,120.63,2.83,117.80,Cancelled,Unpaid,Dine-in,Low
O459,2024-10-14,C943,"Shawn Morrison",Peoria,IL,"United States",61602,18,S018,M126,Gnocchi,Italian,Pasta,4,141.72,7.49,134.23,Pending,Paid,Delivery,Low
O460,2024-10-11,C3929,"Jeremy Fisher",Aurora,IL,"United States",60505,20,S036,M082,Borek,Turkish,Pastry,2,310.68,27.18,283.50,Completed,Unpaid,Delivery,High
O461,2024-10-16,C9340,"Julie Bush",Peoria,IL,"United States",61602,19,S096,M137,Lasagna,Italian,Pasta,3,494.79,25.97,468.82,Pending,Unpaid,Takeaway,Medium
O462,2024-10-21,C9047,"Shannon Murray",Peoria,IL,"United States",61602,16,S037,M026,Galaktoboureko,Other,Miscellaneous,5,505.60,47.30,458.30,Completed,Paid,Delivery,Medium
O463,2024-10-17,C2932,"Stephanie Rivera",Aurora,IL,"United States",60505,10,S001,M083,Menemen,Other,Miscellaneous,3,245.19,15.85,229.34,Completed,Paid,Delivery,High
O464,2024-09-26,C5255,"Miguel Taylor",Naperville,IL,"United States",60540,11,S054,M015,"Shish Kebab",Turkish,Kebab,5,690.15,18.70,671.45,Completed,Unpaid,Delivery,High
O465,2024-10-12,C1452,"Cassandra Little",Chicago,IL,"United States",60601,12,S074,M015,"Shish Kebab",Turkish,Kebab,4,552.12,23.91,528.21,Completed,Paid,Dine-in,Medium
O466,2024-10-17,C9386,"Tammy Ortiz",Peoria,IL,"United States",61602,15,S039,M143,Tzatziki,Greek,Appetizer,4,605.96,25.55,580.41,Pending,Unpaid,Takeaway,Low
O467,2024-10-02,C4359,"Beth King",Naperville,IL,"United States",60540,15,S063,M059,Dolmades,Greek,Appetizer,5,756.50,57.88,698.62,Completed,Paid,Dine-in,Medium
O468,2024-10-16,C3409,"Erica House",Aurora,IL,"United States",60505,10,S084,M011,"Imam Bayildi",Other,Miscellaneous,2,113.64,8.95,104.69,Completed,Unpaid,Delivery,Low
O469,2024-09-26,C6897,"Christopher Daniels",Rockford,IL,"United States",61101,9,S057,M058,"Greek Salad",Greek,Salad,3,512.61,50.55,462.06,Cancelled,Unpaid,Takeaway,Medium
O470,2024-09-27,C7951,"Andrea Phelps",Rockford,IL,"United States",61101,4,S093,M104,Fasolada,Other,Miscellaneous,1,106.04,9.82,96.22,Cancelled,Paid,Dine-in,Low
O471,2024-10-14,C6087,"Michael Hansen",Rockford,IL,"United States",61101,18,S033,M114,"Shish Kebab",Turkish,Kebab,2,339.50,7.25,332.25,Cancelled,Paid,Dine-in,Low
O472,2024-10-08,C8002,"Michelle Christensen",Peoria,IL,"United States",61602,19,S074,M059,Dolmades,Greek,Appetizer,4,605.20,33.36,571.84,Pending,Unpaid,Delivery,High
O473,2024-10-09,C8955,"Samantha Lam",Peoria,IL,"United States",61602,4,S053,M098,Kofte,Turkish,Pastry,1,12.78,0.20,12.58,Pending,Unpaid,Takeaway,Low
O474,2024-10-24,C7711,"Andrew Perez",Rockford,IL,"United States",61101,13,S086,M135,Calzone,Other,Miscellaneous,4,575.12,15.86,559.26,Pending,Paid,Delivery,High
O475,2024-10-22,C7010,"Elizabeth Lyons",Rockford,IL,"United States",61101,8,S060,M104,Fasolada,Other,Miscellaneous,2,212.08,7.34,204.74,Cancelled,Paid,Delivery,High
O476,2024-10-16,C8991,"John Ortega",Peoria,IL,"United States",61602,10,S062,M012,Baklava,Greek,Dessert,4,784.08,51.46,732.62,Cancelled,Paid,Delivery,Medium
O477,2024-10-14,C8040,"Andrew Clark",Peoria,IL,"United States",61602,17,S029,M008,Risotto,Other,Miscellaneous,4,670.56,44.51,626.05,Completed,Paid,Delivery,High
O478,2024-10-10,C2414,"Bethany Brooks",Aurora,IL,"United States",60505,13,S068,M082,Borek,Turkish,Pastry,3,466.02,29.56,436.46,Cancelled,Unpaid,Delivery,High
O479,2024-10-02,C5523,"Jacob Poole",Naperville,IL,"United States",60540,3,S096,M061,Moussaka,Greek,Casserole,3,445.62,27.37,418.25,Pending,Paid,Takeaway,High
O480,2024-09-29,C4864,"Traci Wilson",Naperville,IL,"United States",60540,8,S033,M129,Borek,Turkish,Pastry,1,56.21,1.31,54.90,Completed,Unpaid,Takeaway,High
O481,2024-10-20,C4067,"Frederick Wilson",Naperville,IL,"United States",60540,1,S031,M051,"Greek Salad",Greek,Salad,3,434.25,40.36,393.89,Cancelled,Unpaid,Delivery,Medium
O482,2024-10-03,C4770,"David Martin",Naperville,IL,"United States",60540,3,S065,M006,"Caprese Salad",Other,Miscellaneous,5,372.15,9.80,362.35,Cancelled,Unpaid,Takeaway,Low
O483,2024-10-06,C9911,"David Delgado",Peoria,IL,"United States",61602,4,S056,M068,Baklava,Greek,Dessert,5,353.55,17.56,335.99,Completed,Unpaid,Dine-in,Low
O484,2024-10-02,C3658,"Cheryl Deleon",Aurora,IL,"United States",60505,9,S089,M134,Moussaka,Greek,Casserole,2,118.02,7.32,110.70,Pending,Unpaid,Delivery,High
O485,2024-10-11,C762,"Eric Shaw",Rockford,IL,"United States",61101,19,S063,M061,Moussaka,Greek,Casserole,3,445.62,8.45,437.17,Completed,Unpaid,Dine-in,High
O486,2024-10-03,C9810,"Jason Brock",Peoria,IL,"United States",61602,7,S081,M031,Pastitsio,Other,Miscellaneous,1,69.70,4.90,64.80,Completed,Paid,Takeaway,Medium
O487,2024-09-30,C721,"Misty Murray",Rockford,IL,"United States",61101,4,S060,M007,"Adana Kebab",Turkish,Kebab,5,465.95,37.73,428.22,Pending,Paid,Takeaway,High
O488,2024-10-02,C6598,"Adam Gomez",Rockford,IL,"United States",61101,12,S015,M090,Souvlaki,Greek,Appetizer,4,668.80,31.35,637.45,Cancelled,Unpaid,Delivery,High
O489,2024-10-09,C4916,"Michael Brown",Naperville,IL,"United States",60540,4,S018,M056,Pastitsio,Other,Miscellaneous,1,103.90,10.15,93.75,Cancelled,Paid,Delivery,Medium
O490,2024-10-24,C544,"Sarah Bell",Naperville,IL,"United States",60540,16,S096,M016,Fasolada,Other,Miscellaneous,5,751.25,46.26,704.99,Pending,Unpaid,Dine-in,Medium
O491,2024-10-05,C3919,"Daniel Miller",Aurora,IL,"United States",60505,10,S074,M136,Ravioli,Italian,Pasta,2,196.54,10.47,186.07,Pending,Unpaid,Delivery,Medium
O492,2024-10-06,C6466,"Gregory Jenkins",Rockford,IL,"United States",61101,6,S073,M131,Pide,Turkish,Flatbread,1,102.31,2.35,99.96,Cancelled,Paid,Delivery,Low
O493,2024-09-28,C3388,"Sandra Sutton",Aurora,IL,"United States",60505,17,S034,M126,Gnocchi,Italian,Pasta,2,70.86,0.92,69.94,Completed,Paid,Delivery,Medium
O494,2024-10-15,C2210,"Amy Harris",Aurora,IL,"United States",60505,17,S007,M049,Menemen,Other,Miscellaneous,3,128.34,8.12,120.22,Completed,Paid,Delivery,Low
O495,2024-10-23,C8455,"Jared Ellis",Peoria,IL,"United States",61602,17,S088,M025,Risotto,Other,Miscellaneous,2,172.34,7.44,164.90,Completed,Unpaid,Takeaway,High
O496,2024-10-22,C7320,"Shaun Quinn",Rockford,IL,"United States",61101,19,S095,M021,Ravioli,Italian,Pasta,4,366.80,31.79,335.01,Cancelled,Unpaid,Takeaway,Medium
O497,2024-10-16,C8619,"Richard Lambert",Peoria,IL,"United States",61602,13,S022,M138,Calzone,Other,Miscellaneous,3,288.03,13.55,274.48,Pending,Unpaid,Dine-in,Low
O498,2024-10-23,C3640,"Courtney Wise",Aurora,IL,"United States",60505,4,S045,M057,Souvlaki,Greek,Appetizer,3,86.91,1.90,85.01,Completed,Paid,Dine-in,High
O499,2024-10-25,C9669,"Scott Barnett",Peoria,IL,"United States",61602,2,S015,M133,Lahmacun,Turkish,Pastry,5,722.40,25.58,696.82,Completed,Unpaid,Takeaway,Medium
O500,2024-10-08,C4539,"Monica Lyons",Naperville,IL,"United States",60540,17,S015,M021,Ravioli,Italian,Pasta,3,275.10,3.80,271.30,Cancelled,Paid,Dine-in,Low
O501,2024-10-11,C7455,"Alexa Edwards",Rockford,IL,"United States",61101,4,S100,M116,Baklava,Greek,Dessert,3,321.12,5.31,315.81,Cancelled,Unpaid,Dine-in,Low
O502,2024-09-26,C8969,"Bethany Simmons",Peoria,IL,"United States",61602,20,S024,M094,"Kuzu Tandir",Other,Miscellaneous,3,443.43,3.34,440.09,Cancelled,Paid,Takeaway,Medium
O503,2024-10-13,C3146,"Bonnie Romero",Aurora,IL,"United States",60505,16,S070,M123,"Adana Kebab",Turkish,Kebab,1,183.08,16.38,166.70,Completed,Paid,Takeaway,High
O504,2024-10-10,C5118,"Jessica Moody",Naperville,IL,"United States",60540,8,S057,M122,Gyro,Other,Miscellaneous,4,522.48,12.87,509.61,Cancelled,Unpaid,Dine-in,High
O505,2024-10-18,C5294,"Taylor Spencer",Naperville,IL,"United States",60540,3,S098,M072,"Caprese Salad",Other,Miscellaneous,1,146.62,11.38,135.24,Completed,Unpaid,Dine-in,Medium
O506,2024-10-21,C9707,"Danny Underwood",Peoria,IL,"United States",61602,9,S055,M053,Baklava,Greek,Dessert,5,741.80,45.61,696.19,Completed,Paid,Delivery,Low
O507,2024-10-03,C4862,"Thomas Vargas",Naperville,IL,"United States",60540,15,S093,M066,"Fettuccine Alfredo",Italian,Pasta,4,470.52,6.69,463.83,Pending,Paid,Dine-in,High
O508,2024-10-10,C445,"Isabel Ross",Naperville,IL,"United States",60540,17,S027,M080,Lahmacun,Turkish,Pastry,4,599.40,17.00,582.40,Completed,Unpaid,Delivery,Low
O509,2024-10-24,C5956,"Joseph Turner",Naperville,IL,"United States",60540,14,S088,M028,Tzatziki,Greek,Appetizer,5,660.75,9.59,651.16,Pending,Paid,Delivery,Low
O510,2024-09-27,C030,"Paul Mcdonald",Chicago,IL,"United States",60601,2,S074,M004,Pide,Turkish,Flatbread,4,443.88,26.18,417.70,Pending,Unpaid,Takeaway,Medium
O511,2024-10-09,C7062,"Janice Kelly",Rockford,IL,"United States",61101,8,S036,M144,Gnocchi,Italian,Pasta,3,227.58,4.65,222.93,Cancelled,Paid,Takeaway,Low
O512,2024-10-19,C6419,"Susan Higgins",Rockford,IL,"United States",61101,3,S074,M097,Menemen,Other,Miscellaneous,4,548.16,18.79,529.37,Pending,Paid,Delivery,High
O513,2024-10-04,C1075,"Joseph Medina",Chicago,IL,"United States",60601,7,S009,M109,Spaghetti,Italian,Pasta,3,42.54,1.00,41.54,Cancelled,Unpaid,Takeaway,Low
O514,2024-10-08,C9436,"Ashley Jackson",Peoria,IL,"United States",61602,17,S006,M112,"Fettuccine Alfredo",Italian,Pasta,4,411.76,40.43,371.33,Cancelled,Paid,Takeaway,High
O515,2024-10-23,C5999,"Richard Weber",Naperville,IL,"United States",60540,12,S051,M066,"Fettuccine Alfredo",Italian,Pasta,4,470.52,20.33,450.19,Cancelled,Paid,Takeaway,High
O516,2024-10-22,C7548,"Jason Brown",Rockford,IL,"United States",61101,9,S077,M077,"Fettuccine Alfredo",Italian,Pasta,5,627.10,34.84,592.26,Completed,Paid,Dine-in,High
O517,2024-09-28,C5155,"Caleb Baker",Naperville,IL,"United States",60540,14,S071,M090,Souvlaki,Greek,Appetizer,5,836.00,52.07,783.93,Pending,Unpaid,Dine-in,High
O518,2024-10-20,C7466,"Danny Wallace",Rockford,IL,"United States",61101,16,S010,M020,Souvlaki,Greek,Appetizer,2,34.92,2.80,32.12,Completed,Unpaid,Dine-in,High
O519,2024-10-08,C2111,"Melissa Stewart",Aurora,IL,"United States",60505,12,S046,M121,Kofte,Turkish,Pastry,1,17.85,0.25,17.60,Pending,Paid,Dine-in,High
O520,2024-10-21,C9030,"Vincent Foster",Peoria,IL,"United States",61602,19,S054,M129,Borek,Turkish,Pastry,4,224.84,16.59,208.25,Cancelled,Unpaid,Takeaway,Low
O521,2024-10-12,C2707,"Kelly Rios",Aurora,IL,"United States",60505,9,S002,M123,"Adana Kebab",Turkish,Kebab,4,732.32,4.28,728.04,Pending,Unpaid,Dine-in,High
O522,2024-10-10,C3393,"Kevin Patterson",Aurora,IL,"United States",60505,12,S034,M114,"Shish Kebab",Turkish,Kebab,3,509.25,5.87,503.38,Cancelled,Unpaid,Delivery,Low
O523,2024-10-19,C6730,"Katherine Williams",Rockford,IL,"United States",61101,3,S013,M070,"Doner Kebab",Turkish,Kebab,1,182.81,17.99,164.82,Pending,Unpaid,Delivery,Medium
O524,2024-10-22,C9726,"Linda Smith",Peoria,IL,"United States",61602,19,S004,M093,Tzatziki,Greek,Appetizer,1,22.13,0.20,21.93,Cancelled,Paid,Delivery,Low
O525,2024-10-24,C2635,"Jessica Medina",Aurora,IL,"United States",60505,9,S016,M111,Borek,Turkish,Pastry,5,78.30,5.04,73.26,Cancelled,Paid,Delivery,Low
O526,2024-09-26,C7319,"Samuel Munoz",Rockford,IL,"United States",61101,5,S050,M011,"Imam Bayildi",Other,Miscellaneous,1,56.82,5.04,51.78,Completed,Paid,Dine-in,Medium
O527,2024-10-10,C6624,"Zachary Garcia",Rockford,IL,"United States",61101,20,S048,M134,Moussaka,Greek,Casserole,4,236.04,3.92,232.12,Cancelled,Unpaid,Takeaway,Low
O528,2024-10-25,C5519,"Jason Anderson",Naperville,IL,"United States",60540,14,S094,M112,"Fettuccine Alfredo",Italian,Pasta,1,102.94,9.49,93.45,Completed,Unpaid,Delivery,Low
O529,2024-10-10,C1356,"Julia Morgan",Chicago,IL,"United States",60601,1,S065,M124,Galaktoboureko,Other,Miscellaneous,4,355.88,33.18,322.70,Completed,Paid,Takeaway,Medium
O530,2024-10-08,C8768,"Shelly Garcia",Peoria,IL,"United States",61602,11,S065,M029,Pide,Turkish,Flatbread,3,141.48,2.78,138.70,Pending,Paid,Dine-in,Medium
O531,2024-09-30,C4430,"William Bennett",Naperville,IL,"United States",60540,19,S055,M045,Lasagna,Italian,Pasta,5,224.20,0.66,223.54,Completed,Paid,Delivery,High
O532,2024-10-16,C3745,"Susan Dunn",Aurora,IL,"United States",60505,18,S100,M146,Dolmades,Greek,Appetizer,1,58.73,2.77,55.96,Completed,Unpaid,Dine-in,High
O533,2024-10-06,C3572,"Chad Bennett",Aurora,IL,"United States",60505,15,S071,M094,"Kuzu Tandir",Other,Miscellaneous,5,739.05,32.87,706.18,Cancelled,Unpaid,Takeaway,Low
O534,2024-10-24,C4338,"Debra Stafford",Naperville,IL,"United States",60540,6,S044,M121,Kofte,Turkish,Pastry,5,89.25,7.49,81.76,Pending,Unpaid,Takeaway,High
O535,2024-10-14,C9136,"Charles Peterson",Peoria,IL,"United States",61602,9,S099,M018,Pastitsio,Other,Miscellaneous,4,683.68,0.95,682.73,Completed,Unpaid,Delivery,High
O536,2024-10-19,C4269,"Jill Avila",Naperville,IL,"United States",60540,13,S096,M037,Tzatziki,Greek,Appetizer,5,960.10,67.33,892.77,Pending,Paid,Delivery,High
O537,2024-10-23,C2815,"Amanda Becker",Aurora,IL,"United States",60505,6,S061,M099,Lahmacun,Turkish,Pastry,3,84.36,5.72,78.64,Completed,Paid,Takeaway,High
O538,2024-10-09,C785,"Trevor Rodriguez",Rockford,IL,"United States",61101,20,S088,M124,Galaktoboureko,Other,Miscellaneous,4,355.88,26.07,329.81,Completed,Paid,Delivery,High
O539,2024-10-01,C7381,"James Davis",Rockford,IL,"United States",61101,16,S058,M014,Pide,Turkish,Flatbread,4,237.48,6.03,231.45,Completed,Unpaid,Takeaway,Low
O540,2024-10-07,C3271,"Gary Phillips",Aurora,IL,"United States",60505,16,S030,M136,Ravioli,Italian,Pasta,3,294.81,1.05,293.76,Pending,Unpaid,Dine-in,Medium
O541,2024-10-12,C1889,"Nancy Wright",Chicago,IL,"United States",60601,11,S042,M126,Gnocchi,Italian,Pasta,1,35.43,2.69,32.74,Completed,Paid,Takeaway,High
O542,2024-10-05,C3243,"Jennifer Short",Aurora,IL,"United States",60505,4,S075,M147,Kofte,Turkish,Pastry,5,108.85,3.47,105.38,Cancelled,Unpaid,Dine-in,High
O543,2024-10-05,C1354,"Calvin Martinez",Chicago,IL,"United States",60601,17,S084,M122,Gyro,Other,Miscellaneous,3,391.86,9.95,381.91,Completed,Paid,Takeaway,High
O544,2024-09-29,C7337,"Jennifer Parks",Rockford,IL,"United States",61101,20,S022,M010,Ravioli,Italian,Pasta,2,33.36,1.73,31.63,Pending,Paid,Takeaway,Medium
O545,2024-10-04,C8333,"Jeremy Hall",Peoria,IL,"United States",61602,15,S087,M027,Lahmacun,Turkish,Pastry,2,61.14,1.14,60.00,Cancelled,Unpaid,Dine-in,Low
O546,2024-10-06,C6955,"Kimberly Pena",Rockford,IL,"United States",61101,15,S080,M010,Ravioli,Italian,Pasta,1,16.68,1.36,15.32,Completed,Unpaid,Takeaway,Medium
O547,2024-10-07,C4095,"Cassie Robertson",Naperville,IL,"United States",60540,5,S077,M028,Tzatziki,Greek,Appetizer,3,396.45,5.39,391.06,Pending,Paid,Takeaway,Low
O548,2024-10-12,C1646,"Laura Marquez",Chicago,IL,"United States",60601,11,S072,M098,Kofte,Turkish,Pastry,5,63.90,1.09,62.81,Pending,Paid,Dine-in,High
O549,2024-10-25,C1548,"Robin Patton",Chicago,IL,"United States",60601,17,S070,M136,Ravioli,Italian,Pasta,1,98.27,6.51,91.76,Completed,Unpaid,Takeaway,High
O550,2024-10-20,C9353,"Christine Mccormick",Peoria,IL,"United States",61602,18,S088,M118,Risotto,Other,Miscellaneous,2,21.76,1.90,19.86,Cancelled,Unpaid,Dine-in,High
O551,2024-10-18,C5574,"Gabriel Powell",Naperville,IL,"United States",60540,13,S091,M070,"Doner Kebab",Turkish,Kebab,2,365.62,31.34,334.28,Pending,Paid,Dine-in,Medium
O552,2024-10-13,C3389,"Brian Rodriguez",Aurora,IL,"United States",60505,4,S045,M098,Kofte,Turkish,Pastry,3,38.34,1.25,37.09,Pending,Paid,Dine-in,Low
O553,2024-09-30,C6059,"Luis Hansen",Rockford,IL,"United States",61101,9,S068,M088,Spaghetti,Italian,Pasta,2,224.38,9.04,215.34,Pending,Unpaid,Takeaway,High
O554,2024-10-04,C1082,"Elizabeth Cooley",Chicago,IL,"United States",60601,15,S080,M098,Kofte,Turkish,Pastry,5,63.90,3.08,60.82,Cancelled,Paid,Takeaway,Low
O555,2024-10-06,C637,"Yolanda Reed",Rockford,IL,"United States",61101,10,S020,M144,Gnocchi,Italian,Pasta,4,303.44,29.10,274.34,Completed,Unpaid,Dine-in,Low
O556,2024-09-27,C7483,"Timothy Bauer",Rockford,IL,"United States",61101,4,S093,M034,Tzatziki,Greek,Appetizer,1,169.55,5.59,163.96,Completed,Unpaid,Delivery,High
O557,2024-09-29,C7618,"Robert Johnson",Rockford,IL,"United States",61101,9,S056,M099,Lahmacun,Turkish,Pastry,1,28.12,0.03,28.09,Pending,Unpaid,Takeaway,Low
O558,2024-10-02,C208,"Adrian Wright",Aurora,IL,"United States",60505,15,S039,M130,Lasagna,Italian,Pasta,4,786.08,32.19,753.89,Cancelled,Unpaid,Dine-in,Low
O559,2024-10-04,C3048,"Elizabeth Nixon",Aurora,IL,"United States",60505,20,S016,M045,Lasagna,Italian,Pasta,3,134.52,8.19,126.33,Completed,Unpaid,Delivery,Low
O560,2024-10-24,C1495,"Courtney Miller",Chicago,IL,"United States",60601,11,S051,M048,Ravioli,Italian,Pasta,4,634.36,58.61,575.75,Pending,Paid,Delivery,High
O561,2024-10-13,C4985,"Jennifer Ortega",Naperville,IL,"United States",60540,12,S092,M038,Spaghetti,Italian,Pasta,2,239.16,23.66,215.50,Completed,Paid,Delivery,High
O562,2024-10-24,C5888,"Lauren Lee",Naperville,IL,"United States",60540,15,S084,M035,"Pizza Margherita",Italian,Pasta,1,134.26,0.20,134.06,Completed,Paid,Dine-in,Low
O563,2024-10-15,C8650,"Rebecca Nguyen",Peoria,IL,"United States",61602,8,S062,M119,"Doner Kebab",Turkish,Kebab,2,65.78,0.70,65.08,Cancelled,Unpaid,Takeaway,High
O564,2024-10-01,C6964,"Patrick Perry",Rockford,IL,"United States",61101,9,S009,M105,Risotto,Other,Miscellaneous,2,192.14,4.76,187.38,Pending,Unpaid,Delivery,Medium
O565,2024-10-09,C1075,"Joseph Medina",Chicago,IL,"United States",60601,1,S056,M019,Spanakopita,Other,Miscellaneous,5,777.85,67.41,710.44,Pending,Paid,Dine-in,Medium
O566,2024-10-09,C4514,"Eileen Shaffer",Naperville,IL,"United States",60540,8,S058,M127,Tiramisu,Other,Miscellaneous,3,416.52,4.93,411.59,Cancelled,Unpaid,Takeaway,Medium
O567,2024-10-17,C3588,"Betty Wells",Aurora,IL,"United States",60505,20,S010,M130,Lasagna,Italian,Pasta,4,786.08,15.75,770.33,Pending,Unpaid,Takeaway,Low
O568,2024-10-17,C3177,"Ryan Gonzales",Aurora,IL,"United States",60505,18,S071,M149,Souvlaki,Greek,Appetizer,3,554.22,48.82,505.40,Pending,Unpaid,Delivery,Low
O569,2024-10-03,C8308,"Jennifer Reed",Peoria,IL,"United States",61602,2,S059,M120,Borek,Turkish,Pastry,4,228.92,15.63,213.29,Cancelled,Paid,Delivery,Medium
O570,2024-10-02,C8908,"Alexander Warren",Peoria,IL,"United States",61602,5,S029,M071,"Fettuccine Alfredo",Italian,Pasta,1,176.79,10.84,165.95,Pending,Unpaid,Takeaway,High
O571,2024-10-15,C767,"Cindy Moreno",Rockford,IL,"United States",61101,9,S086,M045,Lasagna,Italian,Pasta,5,224.20,3.43,220.77,Pending,Unpaid,Delivery,Medium
O572,2024-10-20,C4481,"Maria Conway",Naperville,IL,"United States",60540,9,S043,M094,"Kuzu Tandir",Other,Miscellaneous,5,739.05,31.32,707.73,Completed,Paid,Dine-in,Low
O573,2024-09-27,C8812,"Tami Brown",Peoria,IL,"United States",61602,14,S037,M063,Spanakopita,Other,Miscellaneous,1,44.59,1.25,43.34,Completed,Unpaid,Dine-in,Low
O574,2024-10-11,C6225,"Dale Green",Rockford,IL,"United States",61101,12,S045,M032,Tiramisu,Other,Miscellaneous,1,185.20,8.60,176.60,Completed,Paid,Delivery,Medium
O575,2024-09-29,C4141,"Bradley Lozano",Naperville,IL,"United States",60540,17,S054,M057,Souvlaki,Greek,Appetizer,3,86.91,0.71,86.20,Pending,Unpaid,Takeaway,Medium
O576,2024-10-01,C1227,"Corey Watkins",Chicago,IL,"United States",60601,5,S007,M084,Tzatziki,Greek,Appetizer,5,683.80,47.82,635.98,Completed,Unpaid,Delivery,Low
O577,2024-10-10,C7336,"Erin Weber",Rockford,IL,"United States",61101,2,S045,M122,Gyro,Other,Miscellaneous,5,653.10,24.25,628.85,Pending,Unpaid,Takeaway,Low
